Data File,C:\Path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set up Time,5/5/2022 2:53:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position,3-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Type,PM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strain Type,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,StrainA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strain Name,StrainA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strain Number,StrainA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
13.75,51.8733,39.4737,59.3051,48.1356,46.1408,61.5888,37.457,44.5482,40.1015,42.3319,43.4808,85.1194,45.9204,30.0954,15.3638,49.3688,92.787,21.6855,25.5544,61.889,75.0213,36.3972,46.1379,38.8131,54.5066,30.8036,22.5258,27.3734,28.1769,25.3129,18.4112,20.5716,19.3903,24.6266,29.7935,87.279,37.5643,63.1999,19.3196,16.3945,11,84.6042,16.7296,14.1517,17.6966,25.7197,28.4282,44.1104,37.9951,12.7466,14.583,12.3114,134.0188,11.555,11,12.3736,15.4746,12.4009,20.9529,136.868,26.8796,19.7337,14.0161,20.6948,24.4128,12.0658,15.462,14.0396,30.1066,21.9953,18.7081,40.7379,29.2305,18.4658,16.9321,21.2675,15.6514,11,11.7188,19.4464,17.2889,25.3788,21.515,43.2795,42.8578,30.3121,22.4255,24.7398,21.3835,33.8572,18.851,24.213,141.1056,26.4224,35.3019,52.528
14,58.4375,48.3596,69.6609,57.9521,51.772,73.3807,46.2989,52.8228,48.0099,47.9427,49.9315,87.8737,55.536,35.5126,19.8728,56.9402,98.587,25.0175,33.03,65.5108,80.3353,37.6019,45.6279,39.7741,63.3851,41.2078,29.0355,29.5438,35.1388,29.9233,17.7304,23.3312,22.9776,26.6142,26.8542,86.6134,44.7089,67.3271,24.9201,20.0846,13.5364,88.9454,17.6503,16.423,21.705,22.77,26.489,41.3655,40.2821,15.2362,17.1984,14.4605,137.8944,11,11,12.0913,17.0642,11,18.8237,133.9686,30.5156,19.7521,19.0464,19.7717,23.6247,14.8115,14.1973,14.0378,28.4831,21.672,14.6363,36.752,25.9424,17.0626,13.4805,18.9723,12.9129,11,11,16.5404,13.7465,21.1519,18.7662,36.5824,43.243,23.2713,20.2268,18.3477,15.3316,26.3095,18.7459,19.1242,137.8871,22.5931,31.1808,47.604
14.25,60.7033,50.6685,69.2669,60.076,53.4584,75.9848,47.8786,55.4712,50.0493,48.0877,51.744,92.6575,57.5701,35.869,22.1137,59.4114,100.2802,26.326,33.2557,71.6992,82.3043,39.195,47.4082,41.5974,63.3736,41.1544,29.6009,31.1585,36.9999,32.2559,19.1892,24.5233,23.2644,25.6981,27.1184,89.5347,45.5619,70.0909,26.4073,23.2377,16.6711,92.6295,19.9198,17.9127,21.6525,24.7434,30.5911,45.3224,41.9024,18.266,17.844,14.9967,143.6537,11,11,13.1795,17.5956,11,18.3939,137.6089,32.6593,20.0708,20.0545,22.1078,24.9062,16.2792,13.6362,15.9817,28.1623,22.7723,16.9537,38.3525,28.2262,21.4603,16.4841,19.3192,12.8409,12.884,11,19.5212,14.894,21.3292,21.2629,38.8444,44.7886,24.8726,23.8241,19.8014,18.6877,31.1238,20.9718,22.3166,140.3897,24.0307,35.9734,47.8085
14.5,52.1228,40.2551,64.7266,52.5759,46.6275,67.8926,37.3281,46.4539,41.6153,40.4598,43.1506,86.2266,48.7471,28.1974,16.1921,55.1107,93.5989,21.0726,25.9656,72.324,75.9249,32.909,44.9813,39.5109,61.0375,31.8686,21.0764,27.6467,32.0508,28.5088,18.4724,21.482,20.6819,24.9505,27.1392,93.8766,38.8278,68.9615,22.4927,16.7498,15.0354,92.8266,17.1167,13.1693,20.4936,24.2681,26.5861,41.9634,38.4983,15.2662,15.677,14.4395,145.8715,11,11,14.5582,16.9215,11,20.8972,136.344,29.4911,20.8195,18.5684,21.5715,25.5224,12.6993,14.2907,12.7771,29.6756,24.0977,16.2869,36.8553,28.6869,19.0466,17.9742,21.0355,15.4432,12.417,11,21.2,16.2593,24.2443,20.893,42.7152,48.8346,29.919,25.6063,25.5176,21.9358,36.9946,19.7031,25.9671,141.2575,27.7781,38.8629,52.5382
14.75,50.3777,39.3373,64.0868,54.3713,47.2347,67.5884,37.9977,46.395,39.5444,42.2725,43.0558,87.8961,45.801,25.3626,12.6892,54.7081,93.7201,19.3837,26.9646,73.4283,76.5269,32.3929,42.4106,39.5735,58.2781,29.299,20.1409,25.2051,30.6197,27.1535,16.5958,19.4566,18.2485,23.2305,24.2273,92.0115,37.5023,68.1908,18.5625,14.677,13.4695,94.4767,16.889,11.7108,20.6213,23.1834,26.2419,44.1863,36.1296,11,12.0177,11.1919,145.7543,11,11,12.0092,15.2131,11,20.3503,136.8212,27.6234,16.7437,16.032,18.6717,25.3958,12.8463,12.4645,11.8904,26.0496,20.7508,17.1414,37.056,25.5185,17.6842,14.9519,20.9787,15.0827,11,11,18.631,14.5216,21.6436,20.0172,42.1427,44.6555,26.7645,22.2197,21.7482,18.6709,32.4953,16.8486,23.8054,137.9575,25.2814,38.8705,52.0083
15,55.2253,44.7431,71.7449,61.8867,53.885,74.3617,43.677,51.1426,43.4535,45.6214,48.3275,92.0987,51.0904,31.6398,17.6627,60.5367,95.6357,22.641,30.6242,80.3132,79.9286,35.5829,46.4859,43.5341,64.8438,35.8171,25.065,30.7389,36.2015,31.2551,20.1967,22.6825,24.0663,25.3909,27.3484,97.6194,43.3954,75.4378,21.3254,20.5137,16.6352,98.6569,21.4973,15.0356,22.1904,26.348,28.6404,45.2382,40.5653,14.4329,14.3787,12.9907,149.8023,11,11,13.6169,17.1434,11,20.5824,137.7339,30.1243,22.8064,16.2905,21.2122,25.4262,12.4446,14.4877,13.069,28.8164,23.2161,16.3652,40.6535,27.2298,20.7052,13.1003,22.6063,15.909,11,11,19.2113,16.4048,22.591,22.446,41.8396,48.4836,28.1222,23.3334,22.9956,18.8567,33.8902,17.5643,24.741,140.8002,25.9872,42.4836,52.442
15.25,45.5158,34.2074,64.3205,55.9407,50.1662,67.765,37.3866,44.0816,37.7631,44.2309,42.9979,92.4755,40.8713,24.093,13.0107,53.2064,92.1135,21.04,27.4164,79.7449,78.326,35.2149,43.7631,44.8788,59.4854,29.8107,19.3887,27.7829,32.1938,28.7059,19.8182,22.1795,22.109,23.1478,29.9589,99.4859,35.8067,73.0269,14.6119,15.4818,12.1942,97.99,20.0003,14.1446,23.4738,26.9045,28.2788,48.2974,36.0192,12.1662,13.6151,11,152.7523,11,11,12.6793,15.6088,11,24.272,141.8147,28.5224,21.2193,14.9747,20.2875,23.566,12.859,14.963,11,30.8337,24.243,20.0485,41.7256,29.5969,21.2643,16.4345,24.7585,16.3231,11,12.2091,19.571,18.931,26.8835,24.8993,47.5924,51.8468,33.7346,27.1689,29.1412,21.6189,38.9656,21.1116,28.7684,143.9303,32.005,48.783,59.0383
15.5,48.9758,39.2065,69.9068,59.4319,54.1106,71.8983,39.5118,48.8561,44.2697,47.9748,46.2541,95.5162,45.9249,30.7233,18.6669,61.1043,97.1571,22.9282,31.0939,86.2124,79.5009,37.5199,47.7686,47.9139,65.5514,32.1435,23.4002,30.0969,36.802,33.6653,20.4211,25.7647,27.1785,26.8563,31.3014,105.2938,40.4083,79.4711,21.4951,21.5308,17.1026,103.4053,24.3147,17.6448,24.4214,31.7183,31.3279,50.7702,40.9598,16.7666,18.0627,16.7313,158.1073,14.2476,11,18.2335,19.19,13.013,28.0678,143.2296,31.6533,25.5809,20.3742,23.8921,30.9235,18.8212,21.2176,15.0003,35.8038,27.7708,22.8165,45.3753,32.9645,25.1805,21.407,27.7052,21.501,13.7421,15.7692,24.1336,23.211,30.662,30.352,50.6012,58.3161,35.7211,29.9053,32.9455,26.0601,43.1789,23.5847,32.2537,147.8233,34.3627,52.4209,62.3552
15.75,47.8346,34.95,66.7455,56.645,49.4544,69.6773,36.2533,42.5181,39.8278,43.5777,41.3977,92.8119,40.837,25.0146,14.2068,57.4195,90.3386,18.6321,25.5257,85.7614,76.882,33.6257,42.9731,42.9169,62.7333,29.3751,18.7628,24.6312,32.5904,30.3357,16.8411,18.898,22.5298,23.8055,24.902,100.6599,36.626,77.9058,16.4925,14.6305,11.3013,101.8676,20.9615,11.4745,21.5958,27.3879,25.3205,46.3678,34.1964,11.8315,11.7142,11,157.4373,11,11,13.6433,14.1279,11,18.8014,139.5607,25.7283,18.0487,14.2415,18.6451,24.6372,13.1911,13.7027,11,30.0132,21.5161,17.324,40.5309,24.9673,18.8585,15.4331,23.5887,15.2772,11,11,19.0227,17.2737,23.7562,23.3993,45.0561,51.3937,29.34,23.2059,25.4453,18.0277,35.5364,17.8233,23.8547,142.4887,30.8396,49.9615,56.2104
16,51.5752,40.8046,73.7052,63.4234,53.6786,73.1622,39.8882,49.9416,41.1172,42.2071,43.4996,97.563,46.809,28.2932,16.1297,63.5251,95.6608,21.6827,28.8639,89.5758,79.2016,32.3594,45.8396,46.8984,68.1056,33.6162,22.16,27.1228,35.8151,35.2887,21.6506,24.561,26.2479,26.063,31.599,103.589,43.0401,84.9281,23.5893,19.9726,20.3864,106.441,25.87,14.037,23.7164,30.8674,29.8905,48.6431,39.239,15.6915,17.2782,15.4628,163.6804,13.5492,11,18.6483,17.1869,11.9336,24.53,142.1298,30.6172,23.0907,19.5368,24.9891,32.3472,14.0221,17.5658,13.9202,32.5327,24.9921,18.8815,40.6495,28.5017,21.9648,20.1649,28.4543,18.4651,13.3734,14.7954,22.4356,21.7342,28.352,26.2523,49.4994,60.8884,34.3957,28.8476,30.2384,24.9492,42.5306,21.9269,30.6453,145.6013,32.9095,54.7957,59.5578
16.25,44.9463,33.8291,66.6533,56.2405,50.5916,67.3777,31.5484,42.6312,36.0414,39.0528,38.4477,93.1021,43.0431,21.5354,12.6124,57.426,88.7188,16.2777,24.9488,87.7338,73.9108,28.8171,39.8646,43.2794,61.1372,27.1228,15.9298,23.6004,33.8584,32.4567,16.1871,19.4967,20.1345,20.9286,24.3436,99.995,37.8172,81.12,15.7637,15.8797,15.4875,105.7107,21.8508,11,23.0924,24.9633,24.3653,45.7167,36.027,11.0151,14.2533,11,166.0934,11,11,14.098,13.8677,11,20.9305,139.9975,25.9242,19.9304,14.0962,19.9172,29.0166,12.4752,11,11,28.9838,20.8824,17.8978,36.7888,25.8422,20.5453,16.6112,26.7707,17.3803,11,11,19.183,17.9725,27.3071,23.3956,45.962,57.9617,33.6394,26.1965,28.7854,24.9012,40.7003,19.0903,26.6703,142.9461,30.829,54.4506,56.7808
16.5,57.2477,46.3605,81.0634,68.7279,60.2309,81.516,46.1086,57.7052,46.0965,48.2931,49.8996,100.7501,51.598,29.356,19.7256,71.0707,98.8642,26.5898,34.2916,97.51,83.939,37.9149,45.2379,49.5005,73.4291,37.2597,25.9744,32.9015,41.9403,37.7308,23.1551,23.4965,26.6054,27.7121,28.2508,103.8114,48.8447,88.9588,23.5803,18.8531,19.5605,109.8726,27.6232,15.9288,24.3131,29.4933,30.8915,47.9375,42.6084,14.0148,17.6418,14.3374,169.9589,12.7514,11,18.7612,18.6929,11,22.2611,137.8408,31.8341,21.0613,19.793,23.5242,32.5072,15.6427,16.1699,15.1819,30.9985,24.461,17.6898,39.0218,27.9494,21.7855,18.172,30.3514,14.5545,14.3611,11.8519,22.595,18.6278,25.4352,23.7427,43.068,57.8072,27.0239,28.9112,24.1249,20.0832,37.5482,20.1764,24.9519,141.9227,30.8624,54.5703,56.1687
16.75,48.8567,37.1065,74.303,62.2738,56.9436,76.1771,38.8231,50.5826,43.1258,45.3254,44.5277,102.6446,43.01,25.7155,12.9457,64.569,96.1952,20.4075,29.9616,99.5198,80.4069,34.2701,46.436,50.2607,70.105,31.7406,23.5265,29.1639,39.8227,38.0734,21.4911,23.6711,27.5141,27.2357,30.2103,107.3465,40.3517,90.4724,21.819,20.0049,17.9891,111.4593,28.1334,16.3549,25.6687,31.9452,29.7985,52.505,38.9984,15.4982,16.9613,14.2741,173.7468,12.0973,11,18.5373,18.1686,13.6378,26.1068,144.6736,32.1512,23.5352,19.0451,24.6723,33.9665,18.4336,16.6526,12.0982,32.3522,26.1257,21.4895,42.4836,31.7502,23.9126,19.9028,30.1572,21.686,15.1303,14.4273,22.2104,24.2429,32.5403,28.7041,52.6185,63.3689,37.6492,32.1768,34.3213,25.6785,45.0532,24.9173,34.016,149.0832,37.0896,62.3317,63.5429
17,57.1175,43.5686,80.9112,69.8287,60.1079,80.8695,46.4501,56.9161,44.6315,45.21,46.4029,101.6474,54.0044,31.2761,21.4693,71.9603,98.6695,18.791,31.6059,99.1192,83.6739,33.9232,43.4047,46.1955,74.2225,36.7356,25.2426,29.3651,42.6725,39.0138,18.227,21.5306,24.2091,26.276,26.5023,102.0639,50.014,92.498,25.476,18.0869,16.417,110.7976,26.4869,14.5386,23.9967,27.7565,26.0231,44.665,39.7878,14.038,16.2156,14.2388,173.041,11,11,13.738,18.1918,11,17.9687,137.9893,33.7621,19.2721,18.5555,23.4266,30.9169,13.7311,11.6664,14.1967,28.7047,21.929,15.7369,33.9217,24.5816,20.1208,15.5769,26.9186,12.2423,13.3106,11,20.2096,18.9696,22.2498,20.921,39.1773,58.6095,26.7083,26.8467,21.2609,18.2215,35.0289,16.6553,22.7199,143.875,27.4449,56.8816,50.4521
17.25,56.2873,44.4031,82.4545,70.8253,63.7958,86.8686,47.5524,60.4433,46.3454,49.4844,49.1672,107.9072,50.8946,29.9013,20.3643,72.1441,96.8914,24.8022,33.351,105.4545,85.8855,39.2455,47.8084,52.1518,74.1318,36.4772,24.5107,32.3664,44.431,42.0665,23.6073,23.4649,28.1554,26.507,30.4861,108.6427,47.7537,94.8988,22.1684,19.6513,21.0406,114.1738,30.4249,16.9734,24.6431,33.893,30.6415,52.7319,43.8869,15.5606,18.6493,14.6661,175.4045,12.4958,11,17.6988,17.667,12.5085,23.0703,143.5835,32.5451,23.3326,22.604,23.4818,34.1321,16.1429,17.2442,12.4573,33.982,25.8113,20.7557,42.3775,28.7749,23.2121,17.6923,31.2997,19.0911,15.9149,14.0502,23.3518,20.8434,28.3856,28.2293,45.7014,61.3452,30.4968,30.0705,26.5889,22.7707,39.2163,22.588,26.8182,146.0596,33.249,65.1698,58.9985
17.5,50.2876,39.7852,79.1442,69.4209,60.1485,81.5723,43.0691,56.2101,41.0194,47.969,45.9786,107.0098,44.3907,25.747,16.9685,69.3036,96.4497,22.4716,34.5467,107.3691,84.3959,35.1003,46.39,51.4355,72.0472,29.5568,23.175,29.4234,41.5985,42.6535,20.5543,20.485,27.4322,26.6906,29.2598,111.1508,43.1322,95.1173,21.441,20.0445,19.2043,114.208,29.6012,13.8244,24.4173,33.5189,28.8434,52.5364,39.6653,14.7856,17.7076,13.6853,178.533,11,11,17.8738,17.7677,12.3792,22.1975,144.4374,29.3461,21.1564,19.554,20.9479,32.6352,14.2394,15.4882,12.0578,34.0398,27.5486,20.3093,43.6451,29.4509,23.0337,19.2861,32.6909,17.677,14.7124,13.9804,20.0742,22.0754,28.2005,26.454,50.3955,62.6167,32.2793,28.148,30.1271,22.081,41.173,21.7338,30.442,148.6472,35.7942,65.4568,63.223
17.75,56.3111,46.9881,87.2054,74.0612,65.0127,89.3982,51.2804,65.0783,47.201,49.4898,51.3784,110.6798,53.6995,33.7161,23.191,75.1759,100.2581,24.1739,36.3522,109.9333,89.2954,38.6616,46.7417,52.6822,78.0303,37.5138,27.8276,33.8187,46.7825,43.6023,21.2699,25.8596,26.8215,26.5082,29.8654,107.1273,51.1658,100.1795,25.1718,21.679,18.2853,114.998,31.7209,16.7864,26.6338,32.1674,27.7627,51.9693,40.7973,16.4216,15.6787,15.5661,178.8152,11,11,16.6432,18.1058,11,20.5414,141.8754,32.71,20.9646,20.5385,20.7266,33.6166,14.9448,14.585,14.2804,30.9457,25.125,17.1729,40.3059,27.426,20.5779,16.1163,29.5721,16.3953,12.7808,11.4422,23.3165,18.9723,22.9928,23.082,42.1789,60.8749,27.214,26.6379,22.012,17.2869,36.0217,19.9957,23.2118,145.532,31.292,65.4748,56.2275
18,55.0708,47.2311,87.9304,75.4499,67.4674,87.7936,52.5884,62.9834,47.0239,53.56,48.9209,112.4982,53.5664,33.7612,21.513,77.0575,99.5893,27.1218,38.1942,116.3717,89.396,39.2282,51.4244,55.6005,79.6652,36.0395,27.0215,36.3052,47.7366,45.5498,25.587,28.9747,31.5761,30.7634,33.9459,115.5077,52.9399,104.3934,24.2214,24.9868,25.0389,120.7394,36.0616,21.7387,29.5226,38.6598,32.5522,56.2654,43.6104,21.3648,21.7524,19.3705,184.5378,13.5077,11.9367,21.3155,21.6554,17.8466,26.4686,148.3309,35.6415,27.3687,25.7809,28.5303,39.2792,20.5299,21.0685,16.9705,40.3986,30.9067,22.4567,45.8018,32.5822,26.2774,22.3703,37.5726,24.196,19.3606,17.6795,25.4132,24.9986,33.1465,30.5372,51.6208,69.3714,36.2776,34.2306,33.9935,26.2157,46.7511,25.7255,32.6405,152.3462,40.0503,73.8235,64.0297
18.25,55.5844,42.9156,87.0928,74.624,66.2013,87.2551,51.8235,65.4271,47.3435,51.4705,50.1101,111.9888,50.6624,28.8462,18.6512,77.3237,98.4033,25.8287,33.645,118.9087,89.6452,40.6758,49.1464,57.0322,78.7551,36.5584,28.4248,32.7461,46.5878,46.7529,25.3604,25.6536,28.69,28.7417,32.3294,113.6309,52.7236,103.9161,23.6327,21.3326,21.2715,120.6953,34.3163,19.2971,28.9362,35.8036,30.5929,54.3247,40.0926,16.371,19.2042,17.1502,185.2695,13.8902,11,20.1106,20.9546,14.1642,23.924,146.3585,33.5265,24.7217,21.1158,24.8221,34.707,15.1617,17.3774,16.0576,36.7655,27.1319,20.6471,44.3013,32.4991,23.8716,20.3069,35.683,20.9403,17.2008,13.1016,23.4285,23.3501,28.6248,28.5005,51.7952,65.7892,34.1607,31.1986,29.8398,24.2432,43.6417,23.0653,30.8454,150.9176,35.0749,71.4665,60.7162
18.5,58.7709,48.4389,92.7103,77.841,70.2951,91.7106,54.7057,68.2991,50.9041,53.8011,53.1126,115.0885,54.5253,33.7443,21.9962,83.0146,101.6536,25.6107,36.9506,120.5807,93.3744,39.778,48.4723,55.9014,82.8992,40.937,31.2155,36.5039,49.0722,47.0423,23.8338,26.7573,30.0007,29.0924,31.5435,111.2569,56.64,107.9157,27.942,25.7523,22.6459,121.7866,36.6288,19.0197,28.0082,36.9284,31.8142,54.0513,43.5606,16.5506,21.4287,18.2402,185.6563,13.3824,11,19.1187,20.8313,11,22.0961,142.5428,34.8261,23.2257,25.324,25.3156,38.1206,17.6793,16.9766,16.136,35.5545,28.2364,18.4603,42.5198,29.7584,24.5627,18.0049,36.2639,19.201,16.113,14.7464,23.9933,20.8368,27.0639,24.8979,45.7481,68.1389,29.2786,29.4816,23.4658,19.9342,41.69,21.2139,26.2027,147.4684,33.0773,70.8132,58.0513
18.75,49.8218,39.8866,86.8517,71.8447,65.3342,85.6043,49.1823,61.7369,44.6468,49.1148,47.32,112.954,44.587,25.8584,15.8546,73.8335,95.8802,22.9917,32.9946,122.0935,87.0852,36.7483,47.2097,54.8593,77.6881,33.5231,24.1828,32.4303,46.3177,46.7791,22.7503,24.8285,29.6028,28.6193,31.3173,114.4538,49.067,105.4798,20.7441,20.3762,21.0365,121.371,36.6846,17.8865,28.1035,38.0441,30.9304,53.2612,39.3382,14.5346,17.1191,16.1955,186.613,12.9705,11,19.317,18.9162,16.6789,25.8757,147.852,31.503,24.5379,22.4507,23.6354,35.2069,15.0562,19.1515,15.8207,36.5598,26.5005,21.7074,45.6661,32.298,25.123,19.7427,36.2516,22.0131,15.0923,14.6605,23.8027,24.5157,30.8267,28.9275,54.7492,68.9559,33.8712,32.1086,32.3004,22.9532,43.2701,24.427,31.5305,151.4261,39.4532,75.2694,65.5515
19,55.9464,43.1022,89.1075,76.4891,67.7136,87.8432,52.3218,65.746,44.0892,47.9003,46.4933,113.3099,49.068,28.2378,19.0523,79.1011,99.9696,22.6601,33.7222,122.7172,88.9805,34.936,45.2111,56.2402,79.4725,36.9781,25.1486,32.1067,47.9359,48.7138,21.1693,23.7503,26.2432,25.9003,28.8366,112.7838,55.2849,107.7233,22.8955,22.6295,22.9772,125.5045,34.2005,15.571,26.8212,37.2667,27.5818,52.7244,39.5534,16.2973,18.9672,15.4812,188.861,11,11,19.2902,19.7813,11,21.2214,145.9063,32.4277,25.1035,23.4316,24.7801,37.886,15.9991,14.6164,14.6407,35.2719,27.2824,19.156,40.7736,31.4049,20.5023,19.7468,37.0682,20.2862,13.6676,14.404,21.2896,21.9989,29.4017,26.103,47.748,71.3254,32.6617,33.2499,29.5989,22.4663,43.6183,20.562,29.1084,149.5533,35.3055,74.4295,59.1218
19.25,44.1325,34.2903,81.4193,68.4841,62.4794,78.2286,43.9486,56.3817,35.3512,42.7823,37.9602,108.9308,43.457,24.7807,16.4234,74.0679,93.3133,19.5784,26.5361,120.4681,79.6526,28.4271,44.1541,52.37,74.6092,29.7943,19.9106,29.5078,44.2006,46.1545,20.2204,22.8299,25.9807,25.1224,29.0312,116.1064,49.94,109.5268,22.3807,21.3377,25.5789,125.5745,34.1542,16.0471,24.8748,38.1645,24.8258,50.6903,38.649,15.3008,18.0775,15.9953,189.0833,12.808,11,20.4895,19.341,13.814,25.0465,146.7713,33.7503,25.3804,25.2694,28.9569,39.674,17.1809,17.6137,13.6586,36.1989,26.6103,19.9294,38.3987,32.0993,26.1122,22.0501,38.2515,25.5088,16.6707,17.5031,26.5522,27.3995,34.2252,29.2772,55.1168,77.1957,45.0352,40.1001,40.7405,32.3806,52.3478,25.9988,37.5954,152.8656,43.9643,78.0109,66.1765
19.5,53.9874,44.9473,92.6577,78.2882,70.9247,92.0879,56.4689,68.4076,46.1779,53.6151,49.7751,116.2908,50.0974,30.3435,22.223,80.6707,97.8265,25.5137,34.0565,129.9014,89.3621,38.5227,49.8907,57.834,83.696,37.005,25.7588,34.1975,50.4013,50.3177,25.9513,27.7808,31.0947,27.5316,32.9254,115.5114,53.8759,114.4107,25.2155,23.376,26.8298,127.022,37.9715,19.9786,27.9348,39.6347,30.6145,57.3573,41.632,17.7336,20.8111,16.9462,194.9807,12.5787,11,19.7647,19.412,14.7007,25.0741,148.1879,34.4116,25.2787,24.2643,26.5112,39.5571,18.2819,19.9613,14.0808,37.0549,29.6829,21.3491,44.7081,32.4517,25.2867,21.6009,38.8137,24.1968,17.8272,14.43,24.7865,27.1551,32.5369,28.1233,52.2541,73.7973,35.3265,34.1648,30.5185,25.281,46.8535,25.4267,31.296,150.9916,39.2414,80.0918,63.4102
19.75,54.6528,45.9173,92.5965,79.3239,71.4452,93.8059,56.2889,68.6748,45.9386,50.9867,50.7148,114.9582,54.4455,30.1313,21.1035,82.7873,97.7559,23.2074,34.8145,131.0469,90.4786,36.8759,46.1876,56.3525,83.8529,39.7562,26.0512,32.0217,50.9214,49.8997,24.1586,24.6218,26.9489,26.7902,29.1737,112.425,56.8432,114.2403,24.087,21.7565,26.3159,126.8089,37.1714,19.2513,24.8203,38.2204,27.2539,51.9506,39.5299,14.094,15.9482,15.1812,191.968,11,11,17.2539,19.9524,11,19.3528,143.4409,33.2958,21.6528,24.1072,23.7507,36.822,14.6221,12.7173,12.453,33.2474,25.1342,15.9029,39.2793,26.9355,21.0856,17.374,36.6399,16.4823,15.2669,13.8806,22.066,20.3483,25.326,23.2145,45.3664,68.81,28.2198,29.6212,24.6407,19.5558,40.0253,19.3823,24.9783,146.678,33.6417,76.1327,59.0941
20,49.3688,40.565,88.0399,78.55,69.8896,88.1578,52.2615,66.7718,42.1994,50.0255,44.5665,115.6718,44.8797,27.2006,15.0888,81.2026,97.6808,21.4781,31.523,133.7603,90.5152,36.2467,47.039,56.9283,80.0263,29.9429,21.7713,32.0737,48.3899,51.4058,23.5693,24.3137,27.7164,26.2934,31.8469,120.2316,52.4842,116.0462,21.0446,20.2104,26.6695,128.9876,39.3155,16.3381,27.3122,40.4808,28.1397,57.1937,37.2608,13.921,16.1805,16.8895,193.9021,12.6073,11,18.6189,18.6409,12.7711,24.8964,149.2228,32.1693,24.5274,24.3545,24.4554,38.8828,16.9962,18.2473,13.0979,36.5532,29.1625,22.5853,46.7828,32.6259,24.4061,20.1202,40.1205,23.3294,15.796,13.907,23.881,25.4915,33.8461,29.9628,54.6182,75.2418,36.2182,35.9676,34.2631,24.9816,50.0591,25.8261,34.3401,152.6078,41.6762,81.2532,66.2584
20.25,51.3487,43.3537,95.4052,81.3448,73.6664,95.5434,59.3919,71.4192,45.8978,52.7773,49.4698,118.0912,48.7778,28.4373,18.8977,82.5347,100.1772,25.5134,37.2756,139.0628,93.9506,38.6654,49.9346,57.9038,83.0135,37.7647,27.61,34.2975,54.423,49.8412,23.7176,25.0624,31.6883,28.5207,33.1672,117.8193,56.635,118.428,23.4502,21.9828,26.9911,131.8655,40.8995,18.9956,28.364,41.6181,28.7176,56.1627,39.4125,13.2149,17.8798,17.1773,195.0804,11.0294,11,16.9122,19.5506,12.0003,24.0028,148.1047,34.4357,24.2477,26.7087,25.0536,38.0515,16.4808,17.9889,13.911,36.0813,29.434,20.4965,44.8928,31.3678,23.6854,20.6777,41.0613,22.1593,15.3483,15.8993,23.7813,24.6333,30.6564,27.8237,51.227,75.3468,33.9243,36.4076,30.0677,22.3623,47.4057,24.06,29.732,152.3049,39.6004,81.8821,65.884
